max_drawdown,net_profit,number_of_trades,win_rate,expectancy,gross_profit,gross_loss,profit_factor,recovery_factor,longest_losing_streak,simulation_id
495.0,-305.0,135,0.2518518518518518,-2.259259259259259,1614.0,1919.0,0.8410630536737884,-0.6161616161616161,15,207
500.0,-195.0,135,0.2518518518518518,-1.4444444444444444,1724.0,1919.0,0.8983845752996352,-0.39,13,208
448.0,-45.0,135,0.25925925925925924,-0.3333333333333333,1855.0,1900.0,0.9763157894736842,-0.10044642857142858,18,209
585.0,-585.0,135,0.22962962962962963,-4.333333333333333,1391.0,1976.0,0.7039473684210527,-1.0,15,210
508.0,60.0,135,0.2740740740740741,0.4444444444444444,1922.0,1862.0,1.0322234156820622,0.11811023622047244,13,211
393.0,435.0,135,0.3111111111111111,3.2222222222222223,2202.0,1767.0,1.2461799660441426,1.1068702290076335,13,212
225.0,395.0,135,0.31851851851851853,2.925925925925926,2143.0,1748.0,1.2259725400457666,1.7555555555555555,9,213
394.0,-70.0,135,0.2740740740740741,-0.5185185185185185,1792.0,1862.0,0.9624060150375939,-0.17766497461928935,19,214
465.0,-275.0,135,0.2518518518518518,-2.037037037037037,1644.0,1919.0,0.856696195935383,-0.5913978494623656,12,215
421.0,-155.0,135,0.24444444444444444,-1.1481481481481481,1783.0,1938.0,0.9200206398348814,-0.3681710213776722,16,216
437.0,520.0,135,0.2814814814814815,3.8518518518518516,2363.0,1843.0,1.2821486706456864,1.1899313501144164,12,217
526.0,-225.0,135,0.2222222222222222,-1.6666666666666667,1770.0,1995.0,0.8872180451127819,-0.42775665399239543,22,218
353.0,480.0,135,0.3037037037037037,3.5555555555555554,2266.0,1786.0,1.2687569988801792,1.3597733711048159,10,219
316.0,120.0,135,0.31851851851851853,0.8888888888888888,1868.0,1748.0,1.068649885583524,0.379746835443038,13,220
683.0,90.0,135,0.2962962962962963,0.6666666666666666,1895.0,1805.0,1.0498614958448753,0.13177159590043924,13,221
601.0,-10.0,135,0.26666666666666666,-0.07407407407407407,1871.0,1881.0,0.9946836788942052,-0.016638935108153077,15,222
265.0,355.0,135,0.2962962962962963,2.6296296296296298,2160.0,1805.0,1.1966759002770082,1.3396226415094339,10,223
644.0,-305.0,135,0.2222222222222222,-2.259259259259259,1690.0,1995.0,0.8471177944862155,-0.47360248447204967,16,224
287.0,520.0,135,0.3037037037037037,3.8518518518518516,2306.0,1786.0,1.2911534154535274,1.8118466898954704,13,225
