generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter,walk_forward_type,fitness_function,train_size,repetition
74,2,22406,125287,125287,130699,561.0,539.23,561.0,218.0,67.23107371392541,343.0,61,rolling,net_profit_fitness,3_days,rep_1
75,2,22406,125287,125287,130699,561.0,550.45,561.0,218.0,47.331706117996674,343.0,62,rolling,net_profit_fitness,3_days,rep_1
76,2,22406,125287,125287,130699,561.0,541.05,561.0,218.0,67.14997160735578,343.0,63,rolling,net_profit_fitness,3_days,rep_1
77,2,22406,125287,125287,130699,561.0,545.78,561.0,218.0,49.76603441925207,343.0,64,rolling,net_profit_fitness,3_days,rep_1
78,2,22406,125287,125287,130699,561.0,542.03,561.0,218.0,63.063132548809264,343.0,65,rolling,net_profit_fitness,3_days,rep_1
79,2,22406,125287,125287,130699,561.0,539.83,561.0,218.0,64.92233977622958,343.0,66,rolling,net_profit_fitness,3_days,rep_1
80,2,22406,125287,125287,130699,561.0,547.7,561.0,218.0,50.06611790039409,343.0,67,rolling,net_profit_fitness,3_days,rep_1
81,2,22406,125287,125287,130699,561.0,547.97,561.0,340.0,40.44910881639303,221.0,68,rolling,net_profit_fitness,3_days,rep_1
82,2,22406,125287,125287,130699,561.0,553.57,561.0,356.0,33.70227789561909,205.0,69,rolling,net_profit_fitness,3_days,rep_1
83,2,22406,125287,125287,130699,561.0,537.99,561.0,218.0,75.91961392010485,343.0,70,rolling,net_profit_fitness,3_days,rep_1
84,2,22406,125287,125287,130699,561.0,534.92,561.0,218.0,71.89255169973444,343.0,71,rolling,net_profit_fitness,3_days,rep_1
85,2,22406,125287,125287,130699,561.0,538.93,561.0,218.0,67.88124731745681,343.0,72,rolling,net_profit_fitness,3_days,rep_1
86,2,22406,125287,125287,130699,561.0,549.44,561.0,397.0,35.11002044080202,164.0,73,rolling,net_profit_fitness,3_days,rep_1
87,2,22406,125287,125287,130699,561.0,535.52,561.0,218.0,70.07982173308815,343.0,74,rolling,net_profit_fitness,3_days,rep_1
88,2,22406,125287,125287,130699,561.0,543.74,561.0,218.0,55.258185553880345,343.0,75,rolling,net_profit_fitness,3_days,rep_1
89,2,22406,125287,125287,130699,561.0,547.75,561.0,218.0,49.69327637791371,343.0,76,rolling,net_profit_fitness,3_days,rep_1
90,2,22406,125287,125287,130699,561.0,526.11,561.0,218.0,80.1698821253967,343.0,77,rolling,net_profit_fitness,3_days,rep_1
